,content,retweets,favorites,mentions,hashtags,Volume,returns,wordCount
2017-01-22,A fantastic day and evening in Washington D.C.Thank you to   and so many other news outlets for the GREAT reviews of the speech!,19831,158502,@FoxNews,,3152710000.0,-0.0026901247580694,23
2017-01-23,"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",14153,113013,,,3810960000.0,0.0065645936376641,21
2017-01-23,Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.,38039,186835,,,3810960000.0,0.0065645936376641,23
2017-01-23,"Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!",33675,192297,,,3810960000.0,0.0065645936376641,23
2017-01-23,"Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.",76233,353955,,,3810960000.0,0.0065645936376641,24
2017-01-24,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,22637,157363,,,3846020000.0,0.0080260905496174,24
2017-01-25,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,20055,137167,,,3610360000.0,-0.0007353844075136,25
2017-01-25,A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! ,17781,96732,,,3610360000.0,-0.0007353844075136,16
2017-01-25,"Great meeting with automobile industry leaders at the   this morning. Together, we will # MAGA! ",13708,88009,@WhiteHouse,#MAGA,3610360000.0,-0.0007353844075136,15
2017-01-25,Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Office.  – bei The Oval Office,21643,116136,,,3610360000.0,-0.0007353844075136,25
2017-01-25,Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the   today. ,15853,89238,@WhiteHouse,,3610360000.0,-0.0007353844075136,16
2017-01-25,Congratulations to   for being number one in inauguration ratings. They were many times higher than FAKE NEWS   - public is smart!,26523,142284,"@FoxNews,@CNN",,3610360000.0,-0.0007353844075136,21
2017-01-25,"If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!",46872,182509,,,3610360000.0,-0.0007353844075136,26
2017-01-25,"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",44476,168436,,,3610360000.0,-0.0007353844075136,16
2017-01-26,"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and....",21972,113261,,,3135890000.0,-0.0008664638929263,24
2017-01-26,"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",15807,93569,,,3135890000.0,-0.0008664638929263,23
2017-01-26,I will be making my Supreme Court pick on Thursday of next week.Thank you!,18127,115549,,,3135890000.0,-0.0008664638929263,14
2017-01-26,I will be interviewed by   tonight at 10 o'clock on   Will be my first interview from the White House. Enjoy!  – bei The White House,10541,67003,"@DavidMuir,@ABC",,3135890000.0,-0.0008664638929263,25
2017-01-26,"Beginning today, the United States of America gets back control of its borders. Full speech from today      ",19369,96208,@DHSgov,,3135890000.0,-0.0008664638929263,17
2017-01-26,"As your President, I have no higher duty than to protect the lives of the American people. ",24631,133990,,,3135890000.0,-0.0008664638929263,17
2017-01-26,"""   .   first   interview since taking office. Tonight on     tonight.  ",5446,39282,"@romoabcnews,@DavidMuir,@POTUS,@ABCWorldNews,@ABC2020",,3135890000.0,-0.0008664638929263,10
2017-01-26,Interview with David Muir of   News in 10 minutes. Enjoy!,5493,47069,@ABC,,3135890000.0,-0.0008664638929263,10
2017-01-29,"The failing   has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",17123,94607,@nytimes,,3591270000.0,-0.0060095435176958,23
2017-01-29,Thr coverage about me in the   and the   gas been so false and angry that the times actually apologized to its.....,11422,68908,"@nytimes,@washingtonpost",,3591270000.0,-0.0060095435176958,21
2017-01-29,"...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",13387,91970,,,3591270000.0,-0.0060095435176958,21
2017-01-29,"Today, we remember the crew of the Space Shuttle Challenger, 31 years later. # NeverForget ",27868,150445,,#NeverForgetpic,3591270000.0,-0.0060095435176958,15
2017-01-30,Somebody with aptitude and conviction should buy the FAKE NEWS and failing   and either run it correctly or let it fold with dignity!,18427,97095,@nytimes,,4087450000.0,-0.000889905407144,23
2017-01-30,"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",41858,190510,,,4087450000.0,-0.000889905407144,24
2017-01-30,Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!,49628,195065,,,4087450000.0,-0.000889905407144,17
2017-01-30,The joint statement of former presidential candidates John McCain & Lindsey Graham is wrong - they are sadly weak on immigration. The two...,19702,92884,,,4087450000.0,-0.000889905407144,23
2017-01-30,"...Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",34956,147266,,,4087450000.0,-0.000889905407144,21
2017-01-30,Statement Regarding Recent Executive Order Concerning Extreme Vetting:   …,14139,60020,,,4087450000.0,-0.000889905407144,9
2017-01-30,I will be interviewed by   on   tonight at 11pm. Enjoy!,9352,58985,"@TheBrodyFile,@CBNNews",,4087450000.0,-0.000889905407144,10
2017-01-31,"Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage,.....",26407,115132,,,3916610000.0,0.0002983634896507,22
2017-01-31,protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!,20059,116960,,,3916610000.0,0.0002983634896507,23
2017-01-31,There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!,29293,151313,,,3916610000.0,0.0002983634896507,25
2017-01-31,"If the ban were announced with a one week notice, the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!",29628,149943,,,3916610000.0,0.0002983634896507,27
2017-01-31,I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.),20963,111005,,,3916610000.0,0.0002983634896507,27
2017-01-31,Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?,27205,142767,,,3916610000.0,0.0002983634896507,20
2017-01-31,"The American dream is back. We’re going to create an environment for small business like we haven’t had in many, many decades! ",28986,155579,,,3916610000.0,0.0002983634896507,22
2017-01-31,The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,23323,110871,,,3916610000.0,0.0002983634896507,23
2017-02-01,Nancy Pelosi and Fake Tears Chuck Schumer held a rally at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!,25574,132090,,,3807710000.0,0.0005703094032936,27
2017-02-01,When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!,32790,157277,,,3807710000.0,0.0005703094032936,24
2017-02-01,Getting ready to deliver a VERY IMPORTANT DECISION! 8:00 P.M.,13739,90159,,,3807710000.0,0.0005703094032936,10
2017-02-01,Join me live from the    …,5524,46624,@WhiteHouse,,3807710000.0,0.0005703094032936,6
2017-02-01,"Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man, respected by all.",28755,222212,,,3807710000.0,0.0005703094032936,25
2017-02-02,"Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!",50968,221536,,,3597970000.0,0.0072647580986477,27
2017-02-02,Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,17368,81211,,,3597970000.0,0.0072647580986477,23
2017-02-02,Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!,31083,131510,,,3597970000.0,0.0072647580986477,23
2017-02-05,"When a country is no longer able to say who can, and who cannot , come in & out, especially for reasons of safety &.security - big trouble!",32084,153792,,,3109050000.0,-0.0021153569858851,28
2017-02-05,Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death & destruction!,23614,121946,,,3109050000.0,-0.0021153569858851,21
2017-02-05,"The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!",27876,138939,,,3109050000.0,-0.0021153569858851,20
2017-02-05,"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS   is still lost!",14418,89132,@nytimes,,3109050000.0,-0.0021153569858851,23
2017-02-05,MAKE AMERICA GREAT AGAIN!,54445,223261,,,3109050000.0,-0.0021153569858851,4
2017-02-05,"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?",27804,129954,,,3109050000.0,-0.0021153569858851,26
2017-02-05,"Because the ban was lifted by a judge, many very bad and dangerous people may be pouring into our country. A terrible decision",24550,119206,,,3109050000.0,-0.0021153569858851,23
2017-02-05,"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",14894,85000,,,3109050000.0,-0.0021153569858851,23
2017-02-05,Interview with   on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,9574,61996,@oreillyfactor,,3109050000.0,-0.0021153569858851,13
2017-02-05,The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,23341,112700,,,3109050000.0,-0.0021153569858851,25
2017-02-06,Just cannot believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,24279,120626,,,3448690000.0,0.0002268291856959,24
2017-02-06,I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,23937,128782,,,3448690000.0,0.0002268291856959,22
2017-02-06,Enjoy the # SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!,30457,162533,,#SuperBowl,3448690000.0,0.0002268291856959,12
2017-02-06,"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!",60996,234627,,,3448690000.0,0.0002268291856959,20
2017-02-07,"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",30039,140636,,,3609740000.0,0.00069332238554,24
2017-02-07,"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",19770,108535,,,3609740000.0,0.00069332238554,25
2017-02-07,"The failing   writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories & sources!",15979,83488,@nytimes,,3609740000.0,0.00069332238554,23
2017-02-07,An extended interview from the Super Bowl with   airs tonight at 8:00 P.M. Enjoy! ,6684,46617,@oreillyfactor,,3609740000.0,0.00069332238554,14
2017-02-07,The failing   was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,13516,79457,@nytimes,,3609740000.0,0.00069332238554,23
2017-02-07,"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",26849,126493,,,3609740000.0,0.00069332238554,24
2017-02-08,"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!",42602,164167,,#1,3677940000.0,0.0057525464497805,29
2017-02-08,An honor having the National Sheriffs' Assoc. join me at the   Incredible men & women who protect & serve 24/7/365. THANK YOU!! ,15482,95706,@WhiteHouse,,3677940000.0,0.0057525464497805,22
2017-02-08,"It is a disgrace that my full Cabinet is still not in place, the longest such delay in the history of our country. Obstruction by Democrats!",30509,137150,,,3677940000.0,0.0057525464497805,26
2017-02-09,"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",18695,100807,,,3475020000.0,0.0035660501028451,27
2017-02-09,"I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible, dangerous and wrong decision.......",8986,65484,,,3475020000.0,0.0035660501028451,23
2017-02-09,Thank you to our great Police Chiefs & Sheriffs for your leadership & service. You have a true friend in the   We support you! ,13647,79564,@WhiteHouse,,3475020000.0,0.0035660501028451,24
2017-02-09,My daughter Ivanka has been treated so unfairly by   She is a great person -- always pushing me to do the right thing! Terrible!,22836,125244,@Nordstrom,,3475020000.0,0.0035660501028451,24
2017-02-09,'16 Fake News Stories Reporters Have Run Since Trump Won'  …,15785,55229,,,3475020000.0,0.0035660501028451,11
2017-02-09,"Big increase in traffic into our country from certain areas, while our people are far more vulnerable, as we wait for what should be EASY D!",14572,77350,,,3475020000.0,0.0035660501028451,26
2017-02-09,"Thank you Brian Krzanich, CEO of   A great investment ($7 BILLION) in American INNOVATION and JOBS! # AmericaFirst ",18379,85697,@Intel,#AmericaFirstpic,3475020000.0,0.0035660501028451,18
2017-02-09,'Immigration Ban Is One Of Trump's Most Popular Orders So Far' ,25251,106863,,,3475020000.0,0.0035660501028451,11
2017-02-09,"'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10,000 people in 10 countries... ",17995,71734,,,3475020000.0,0.0035660501028451,18
2017-02-09,'Trump administration seen as more truthful than news media'  …,14630,76623,,,3475020000.0,0.0035660501028451,10
2017-02-09,"Congratulations to our new Attorney General,   ",27296,143343,@SenatorSessions,,3475020000.0,0.0035660501028451,6
2017-02-12,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT) SO DANGEROUS!",19206,87636,,,3349730000.0,0.0052458450979924,22
2017-02-12,"I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.....",11675,66890,,,3349730000.0,0.0052458450979924,24
2017-02-12,"...design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!",10714,72874,,,3349730000.0,0.0052458450979924,24
2017-02-12,"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",14164,105363,,,3349730000.0,0.0052458450979924,24
2017-02-12,Having a great time hosting Prime Minister Shinzo Abe in the United States!   …    ,14121,80772,,,3349730000.0,0.0052458450979924,14
2017-02-12,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",23532,182797,,,3349730000.0,0.0052458450979924,29
2017-02-12,"Played golf today with Prime Minister Abe of Japan and   Ernie Els, and had a great time. Japan is very well represented!",11139,73409,@TheBig,,3349730000.0,0.0052458450979924,22
2017-02-12,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",11552,85613,,,3349730000.0,0.0052458450979924,22
2017-02-12,# ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. ,12110,53710,,,3349730000.0,0.0052458450979924,12
2017-02-13,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers & others are being removed!",24334,129266,,,3520910000.0,0.0040073351766347,22
2017-02-13,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA & YEMEN",18763,69564,,,3520910000.0,0.0040073351766347,23
2017-02-13,While on FAKE NEWS   Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!,20388,97227,@CNN,,3520910000.0,0.0040073351766347,23
2017-02-13,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",10807,71769,,,3520910000.0,0.0040073351766347,16
2017-02-13,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,12589,70651,,,3520910000.0,0.0040073351766347,26
2017-02-13,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,13465,89902,,,3520910000.0,0.0040073351766347,16
2017-02-13,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,21154,122998,,,3520910000.0,0.0040073351766347,21
2017-02-14,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce.   …,9890,65426,,,3775590000.0,0.0049923089198982,22
2017-02-14,Welcome to the   Prime Minister   ,11333,74602,"@WhiteHouse,@JustinTrudeau",,3775590000.0,0.0049923089198982,5
2017-02-14,Wonderful meeting with Canadian PM   and a group of leading CEO's & business women from Canadaand the United States ,13060,75278,@JustinTrudeau,,3775590000.0,0.0049923089198982,19
2017-02-14,Congratulations Treasury Secretary Steven Mnuchin! # ICYMI- watch here:   … ,9103,56009,,#ICYMI,3775590000.0,0.0049923089198982,10
2017-02-14,Congratulations to our new # VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect our country! ,13639,79727,,#VASecretary,3775590000.0,0.0049923089198982,22
2017-02-15,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,22302,96747,,,3672370000.0,-0.0008641180363413,27
2017-02-15,Great parent-teacher listening session this morning with   Pence &   Secretary   Watch:   … ,9517,51555,"@VP,@usedgov,@BetsyDeVos",,3672370000.0,-0.0008641180363413,12
2017-02-15,'Remarks by President Trump at Signing of H.J. Resolution 41'   … ,7020,39984,,,3672370000.0,-0.0008641180363413,11
2017-02-15,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace & save healthcare for ALL Americans.  …",14878,76522,,,3672370000.0,-0.0008641180363413,20
2017-02-16,The fake news media is going crazy with their conspiracy theories and blind hatred.   &   are unwatchable.   is great!,21586,90486,"@MSNBC,@CNN,@foxandfriends",,3513060000.0,0.0016785565287558,19
2017-02-16,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,22893,101765,,,3513060000.0,0.0016785565287558,19
2017-02-16,Information is being illegally given to the failing   &   by the intelligence community (NSA and FBI?).Just like Russia,17690,69286,"@nytimes,@washingtonpost",,3513060000.0,0.0016785565287558,18
2017-02-16,"Thank you to Eli Lake of The Bloomberg View - ""The NSA & FBI...should not interfere in our politics...and is"" Very serious situation for USA",13654,67446,,,3513060000.0,0.0016785565287558,25
2017-02-16,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,21288,87157,,,3513060000.0,0.0016785565287558,15
2017-02-16,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",26823,111976,,,3513060000.0,0.0016785565287558,18
2017-02-16,Great listening session with CEO's of the Retail Industry Leaders Association this morning! ,9003,57794,,,3513060000.0,0.0016785565287558,13
2017-02-16,"Welcome to the United States,   Benjamin & Sara! # ICYMIJoint Press Conference:   … ",11986,65300,@IsraeliPM,#ICYMIJoint,3513060000.0,0.0016785565287558,13
2017-02-16,Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport! Tickets:    ,14982,62676,,,3513060000.0,0.0016785565287558,17
2017-02-16,Aetna CEO: Obamacare in 'Death Spiral' # RepealAndReplace  …,12238,50912,,#RepealAndReplacehttps,3513060000.0,0.0016785565287558,9
2017-02-16,"Venezuela should allow Leopoldo Lopez, a political prisoner & husband of   (just met w/   out of prison immediately. ",48334,97658,"@liliantintori,@marcorubio",,3513060000.0,0.0016785565287558,18
2017-02-20,My statement as to what's happening in Sweden was in reference to a story that was broadcast on   concerning immigrants & Sweden.,21829,96789,@FoxNews,,3579780000.0,0.0060480661608284,22
2017-02-21,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,29371,122474,,,3468670000.0,-0.001082200145408,26
2017-02-21,HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!,40584,212607,,,3468670000.0,-0.001082200145408,8
2017-02-21,Just named General H.R. McMaster National Security Advisor.,13154,92657,,,3468670000.0,-0.001082200145408,8
2017-02-21,"Congratulations to our new National Security Advisor, General H.R. McMaster. Video:   … ",13504,82508,,,3468670000.0,-0.001082200145408,12
2017-02-22,'Americans overwhelmingly oppose sanctuary cities'  …,19650,92858,,,4015260000.0,0.0004189867216857,6
2017-02-22,"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!",21527,101926,,,4015260000.0,0.0004189867216857,21
2017-02-23,"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!",10000,68772,,,3831570000.0,0.0014933641914423,29
2017-02-23,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,13589,102298,,,3831570000.0,0.0014933641914423,22
2017-02-26,Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,28990,138500,,,3582610000.0,0.0010179830611165,25
2017-02-26,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.,52772,176256,,,3582610000.0,0.0010179830611165,27
2017-02-26,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax & regulation cuts coming!",16600,90688,,,3582610000.0,0.0010179830611165,24
2017-02-26,Weekly Address from      ,8367,39355,@WhiteHouse,,3582610000.0,0.0010179830611165,3
2017-02-26,I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!,20221,107966,,,3582610000.0,0.0010179830611165,22
2017-02-26,"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",23463,111886,,,3582610000.0,0.0010179830611165,25
2017-02-27,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",15626,74394,,,4210140000.0,-0.0025783763780462,22
2017-02-27,For first time the failing   will take an ad (a bad one) to help save its failing reputation. Try reporting accurately & fairly!,17899,94077,@nytimes,,4210140000.0,-0.0025783763780462,23
2017-02-27,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",20522,97585,,,4210140000.0,-0.0025783763780462,28
2017-02-27,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",13155,92483,,,4210140000.0,-0.0025783763780462,14
2017-02-28,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American people. ,12961,78640,,,4345180000.0,0.0136738546598662,18
2017-02-28,"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via    …",12172,60992,@HotlineJosh,,4345180000.0,0.0136738546598662,15
2017-02-28,I will be interviewed on   at 6:00 A.M. Enjoy!,9298,72390,@foxandfriends,,4345180000.0,0.0136738546598662,9
2017-03-01,Join me live at 9:00 P.M. # JointAddress    ,6126,48043,,#JointAddress,3821320000.0,-0.0058598805035984,8
2017-03-01,# JointSession # MAGA   …,8431,55595,,#MAGA,3821320000.0,-0.0058598805035984,5
2017-03-02,THANK YOU!,22474,160575,,,3555260000.0,0.00050387727206,2
2017-03-05,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......,20382,75830,,,3232700000.0,-0.0032772408480052,23
2017-03-05,"Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!",59530,145102,,,3232700000.0,-0.0032772408480052,22
2017-03-05,"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone.",31369,104413,,,3232700000.0,-0.0032772408480052,23
2017-03-05,"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",39618,117637,,,3232700000.0,-0.0032772408480052,27
2017-03-05,"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!",36532,120773,,,3232700000.0,-0.0032772408480052,27
2017-03-05,How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!,52619,150458,,,3232700000.0,-0.0032772408480052,23
2017-03-05,"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",19106,91340,,,3232700000.0,-0.0032772408480052,23
2017-03-06,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,20529,83205,,,3518390000.0,-0.0029133737680216,26
2017-03-06,"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?""  ",31090,109186,@foxandfriends,,3518390000.0,-0.0029133737680216,19
2017-03-06,Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!,25676,150327,,,3518390000.0,-0.0029133737680216,16
2017-03-07,'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'   …,10746,61730,,,3812100000.0,-0.0022842151650487,10
2017-03-07,"45,000 construction & manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",20607,101644,,,3812100000.0,-0.0022842151650487,20
2017-03-07,There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS! ,21060,94592,,,3812100000.0,-0.0022842151650487,16
2017-03-07,"Buy American & hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you  ",13565,75956,@exxonmobil,,3812100000.0,-0.0022842151650487,21
2017-03-07,"Thank you to   for your $20 billion investment that is creating more than 45,000 manufacturing & construction jobs in the USA!",16159,86642,@exxonmobil,,3812100000.0,-0.0022842151650487,21
2017-03-08,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",19021,80317,,,3716340000.0,0.0007998953585612,19
2017-03-08,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,12504,70825,,,3716340000.0,0.0007998953585612,23
2017-03-08,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak!  ",14587,68292,@foxandfriends,,3716340000.0,0.0007998953585612,18
2017-03-08,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 & 3 of healthcare rollout.  ",13730,71465,@foxandfriends,,3716340000.0,0.0007998953585612,21
2017-03-08,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,20009,108820,,,3716340000.0,0.0007998953585612,25
2017-03-08,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",21529,105575,,,3716340000.0,0.0007998953585612,26
2017-03-08,I feel sure that my friend   will come along with the new and great health care program because he knows Obamacare is a disaster!,12812,70451,@RandPaul,,3716340000.0,0.0007998953585612,24
2017-03-09,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,19268,105873,,,3432950000.0,0.0032686701956989,24
2017-03-09,"On International Women's Day, join me in honoring the critical role of women here in America & around the world.",18092,100502,,,3432950000.0,0.0032686701956989,20
2017-03-09,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,13169,73944,,,3432950000.0,0.0032686701956989,18
2017-03-09,Met with   today at the   Great discussion!,6521,47274,"@RepCummings,@WhiteHouse",,3432950000.0,0.0032686701956989,7
2017-03-09,"Great news. We are only just beginning. Together, we are going to # MAGA!    ",18102,77735,,#MAGA,3432950000.0,0.0032686701956989,14
2017-03-12,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,13829,90872,,,3133900000.0,0.0003666328125562,22
2017-03-14,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!",16103,86776,,,3906840000.0,0.0083747527965813,23
2017-03-14,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.",8669,50398,,,3906840000.0,0.0083747527965813,25
2017-03-14,Healthcare listening session w/   &   Watch:   # ReadTheBill:   # RepealAndReplace ,5703,33999,"@VP,@SecPriceMD","#ReadTheBill,#RepealAndReplacepic",3906840000.0,0.0083747527965813,10
2017-03-14,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because Senate Dems are delaying! ,13137,62451,,,3906840000.0,0.0083747527965813,22
2017-03-14,"Meeting w/ Washington, D.C.   and Metro GM Paul Wiedefeld about incoming winter storm preparations here in D.C. Everyone be safe! ",6701,42223,@MayorBowser,,3906840000.0,0.0083747527965813,20
2017-03-15,"JOBS, JOBS, JOBS! ",20342,85848,,,3365660000.0,-0.0016267102694209,3
2017-03-15,Great optimism in America – and the results will be even better!  …,10330,54639,,,3365660000.0,-0.0016267102694209,13
